Player,School,G,GS,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3P%,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,SOS
Aaron Jackson,Duquesne,120,101,31.6,4.4,8.4,.521,3.5,5.8,.599,0.9,2.5,.342,2.3,3.0,.772,1.6,2.9,4.5,4.2,1.4,0.1,2.3,11.9,1.48
Josh Jackson,South Carolina State,30,8,17.6,3.2,6.1,.530,3.2,6.1,.530,0.0,0.0,,1.5,2.6,.577,1.6,3.1,4.7,1.0,0.2,0.4,2.3,8.0,
Justin Jackson,Tennessee,6,3,1.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,8.12
Mike James,Duquesne,111,,25.8,4.8,10.9,.444,4.0,8.3,.479,0.8,2.5,.329,2.2,3.0,.726,,,3.0,3.1,1.8,0.1,,12.7,5.13
Dakari Johnson,Kentucky,78,18,15.2,2.1,3.8,.537,2.1,3.8,.537,0.0,0.0,,1.6,2.9,.559,1.9,2.4,4.3,0.5,0.3,0.8,0.9,5.8,9.28
Omari Johnson,Oregon State,120,66,20.8,2.4,5.7,.418,1.7,3.3,.508,0.7,2.4,.293,0.9,1.5,.600,1.3,2.7,4.0,0.7,0.6,0.3,1.3,6.4,6.43
Jalen Jones,Texas A&M,64,59,28.0,5.0,11.6,.436,4.3,9.3,.465,0.7,2.3,.317,3.7,5.2,.715,1.9,5.0,6.9,0.7,0.8,0.4,1.5,14.5,
Luke Kennard,Duke,73,47,31.2,5.2,11.2,.461,3.2,6.1,.526,2.0,5.1,.383,3.4,3.9,.867,1.1,3.3,4.3,2.0,0.9,0.3,1.2,15.7,10.75
Luke Kornet,Vanderbilt,128,76,24.1,3.0,7.2,.417,1.8,3.5,.519,1.2,3.7,.320,1.7,2.2,.779,1.2,3.6,4.8,1.1,0.4,1.6,1.1,8.9,8.03
Kyle Kuzma,Utah,96,64,21.0,3.9,7.7,.506,3.3,5.9,.567,0.5,1.8,.302,1.8,2.8,.633,1.6,3.9,5.5,1.5,0.3,0.4,1.6,10.1,6.84
T.J. Leaf,UCLA,35,35,29.9,6.7,10.9,.617,5.9,9.2,.644,0.8,1.7,.466,2.1,3.0,.679,2.2,6.0,8.2,2.4,0.6,1.1,1.5,16.3,6.39
Damion Lee,Louisville,30,30,33.6,5.1,11.8,.428,3.0,5.9,.517,2.0,6.0,.341,3.8,4.5,.843,0.6,3.3,3.9,2.0,1.5,0.0,1.7,15.9,
Tyler Lydon,Syracuse,71,34,33.1,3.9,8.2,.476,2.5,4.8,.531,1.4,3.5,.400,2.4,2.9,.809,2.0,5.4,7.4,1.6,1.1,1.6,1.5,11.6,9.11
Lauri Markkanen,Arizona,37,37,30.8,5.0,10.2,.492,3.1,5.8,.545,1.9,4.4,.423,3.7,4.4,.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,15.6,7.63
Frank Mason,Kansas,145,113,30.0,4.2,9.2,.454,2.9,6.2,.471,1.3,3.0,.420,3.3,4.4,.761,0.5,2.9,3.4,4.0,1.1,0.1,1.9,13.0,11.74
Mangok Mathiang,Louisville,114,44,18.0,1.8,3.6,.506,1.8,3.6,.506,0.0,0.0,,1.2,1.9,.599,2.3,2.5,4.8,0.5,0.5,1.3,0.9,4.8,8.17
Erik McCree,Louisiana Tech,99,98,29.1,5.2,11.3,.464,3.8,7.3,.527,1.4,3.9,.348,3.1,4.3,.735,1.4,5.8,7.3,1.0,0.6,0.5,2.2,14.9,
Trey McKinney-Jones,Miami (FL),69,46,27.3,2.8,6.4,.436,1.4,2.7,.505,1.4,3.7,.385,1.1,1.3,.815,0.5,3.0,3.4,1.5,0.7,0.0,1.1,8.1,
Alfonzo McKinnie,Green Bay,42,20,19.7,2.9,6.4,.449,2.2,4.5,.489,0.6,1.8,.351,0.9,1.7,.535,1.6,3.1,4.8,0.2,0.5,0.5,1.1,7.3,
Malcolm Miller,Holy Cross,112,93,26.0,3.0,6.7,.445,2.0,4.1,.491,0.9,2.5,.370,2.2,2.8,.765,0.7,4.0,4.8,1.5,0.8,1.3,1.6,9.0,-3.57
Donovan Mitchell,Louisville,65,38,26.0,4.1,9.8,.418,2.6,5.2,.497,1.5,4.6,.329,2.0,2.5,.788,1.1,3.0,4.1,2.2,1.5,0.3,1.3,11.7,9.44
Malik Monk,Kentucky,38,37,32.1,6.6,14.7,.450,3.9,7.8,.497,2.7,6.9,.397,3.9,4.7,.822,0.3,2.2,2.5,2.3,0.9,0.5,2.0,19.8,10.49
Ben Moore,SMU,135,93,24.5,3.4,6.3,.539,3.4,6.3,.541,0.0,0.0,.200,2.2,3.3,.663,2.2,3.5,5.8,1.8,0.8,0.9,1.4,9.0,4.39
Monte Morris,Iowa State,140,121,33.8,4.5,9.5,.476,3.5,6.7,.517,1.1,2.9,.381,2.0,2.6,.780,0.8,2.9,3.7,5.5,1.6,0.3,1.2,12.2,10.28
Johnathan Motley,Baylor,102,77,24.3,4.7,9.0,.519,4.6,8.6,.535,0.1,0.5,.240,2.5,3.9,.654,2.7,3.7,6.4,1.3,0.4,1.2,2.0,12.0,10.32
Abdel Nader,Iowa State,67,35,24.1,3.4,7.6,.454,2.4,4.4,.547,1.0,3.1,.321,1.7,2.2,.745,0.7,3.3,4.0,1.1,0.7,0.6,1.7,9.5,
Royce O'Neale,Baylor,71,64,29.5,2.8,5.8,.483,1.7,3.4,.508,1.1,2.5,.448,1.8,2.6,.683,2.0,3.6,5.6,3.1,1.0,0.3,1.7,8.5,
Semi Ojeleye,SMU,35,35,34.1,6.0,12.3,.487,3.9,7.4,.529,2.1,4.9,.424,4.9,6.3,.785,2.3,4.6,6.9,1.5,0.4,0.4,1.4,19.0,
Marcus Paige,UNC,141,139,32.4,4.3,10.5,.407,2.1,4.8,.446,2.1,5.7,.374,2.5,3.0,.848,0.4,2.4,2.8,4.3,1.4,0.2,1.9,13.3,9.72
Justin Patton,Creighton,35,34,25.3,5.7,8.5,.676,5.5,8.0,.683,0.2,0.4,.533,1.3,2.5,.517,1.7,4.5,6.2,1.2,0.9,1.4,1.7,12.9,8.95
Brandon Paul,Illinois,138,87,26.6,3.8,9.8,.384,2.2,5.1,.439,1.5,4.7,.325,2.9,4.0,.724,0.8,3.0,3.8,2.2,1.1,0.5,2.3,12.0,9.69
London Perrantes,Virginia,138,134,32.1,2.9,7.1,.405,1.3,3.4,.400,1.5,3.7,.409,1.6,2.0,.812,0.3,2.4,2.7,4.1,0.9,0.1,1.5,8.9,9.43
Alec Peters,Valparaiso,134,134,31.7,5.9,12.1,.487,3.7,6.9,.539,2.2,5.2,.416,3.6,4.2,.846,2.0,5.5,7.4,1.5,0.8,0.3,1.9,17.5,-0.95
Jacob Pullen,Kansas State,135,115,29.5,4.8,11.9,.408,2.6,5.7,.459,2.2,6.1,.361,3.9,5.1,.770,0.5,1.9,2.4,3.4,1.6,0.1,2.6,15.8,7.93
Rodney Purvis,UConn,102,77,31.4,4.5,11.0,.410,2.5,5.5,.459,2.0,5.5,.360,1.8,2.7,.676,0.4,2.8,3.2,1.9,0.9,0.2,1.7,12.8,
Ivan Rabb,California,65,64,30.6,4.8,8.8,.544,4.7,8.5,.549,0.1,0.3,.409,3.5,5.2,.666,2.9,6.6,9.4,1.2,0.6,1.1,1.8,13.2,7.10
Xavier Rathan-Mayes,Florida State,100,96,30.5,4.3,10.1,.424,3.0,5.8,.521,1.3,4.3,.294,2.5,3.7,.666,0.5,2.7,3.2,4.5,1.0,0.0,2.6,12.4,8.02
Davon Reed,Miami (FL),131,99,28.1,3.3,7.8,.430,1.8,3.9,.466,1.5,3.9,.395,2.0,2.6,.779,0.7,3.0,3.6,1.6,0.9,0.4,1.4,10.3,8.24
Devin Robinson,Florida,105,71,23.0,3.2,7.1,.450,2.2,4.2,.527,1.0,2.8,.336,1.6,2.2,.714,1.4,3.4,4.9,0.6,0.6,0.6,0.9,8.9,9.96
Ben Simmons,LSU,33,32,34.9,6.5,11.7,.560,6.5,11.6,.561,0.0,0.1,.333,6.0,9.0,.670,3.1,8.6,11.8,4.8,2.0,0.8,3.4,19.2,7.00
Kobi Simmons,Arizona,37,19,23.5,3.0,7.6,.395,2.1,4.9,.432,0.9,2.6,.327,1.9,2.4,.775,0.4,1.3,1.6,2.0,0.6,0.1,1.2,8.7,7.63
Dennis Smith,Utah,3,,,1.3,2.0,.667,1.3,2.0,.667,0.0,0.0,,0.7,0.7,1.000,,,1.3,0.0,0.0,0.0,,3.3,4.36
Edmond Sumner,Xavier,58,49,26.6,3.5,8.2,.429,2.9,6.0,.483,0.6,2.2,.285,3.7,5.1,.730,0.5,3.0,3.5,3.8,1.2,0.4,2.2,11.4,9.81
Caleb Swanigan,Purdue,69,69,29.2,5.1,10.2,.501,4.2,7.9,.537,0.9,2.3,.376,3.3,4.4,.760,2.2,8.2,10.4,2.4,0.4,0.5,3.0,14.4,8.12
Jayson Tatum,Duke,29,27,33.3,5.7,12.6,.452,4.3,8.6,.504,1.4,4.0,.342,4.1,4.8,.849,1.3,6.0,7.3,2.1,1.3,1.1,2.6,16.8,10.91
Sindarius Thornwell,South Carolina,132,132,31.8,4.5,11.5,.392,3.2,7.5,.420,1.4,4.0,.339,4.3,5.6,.771,1.6,3.6,5.2,3.0,1.5,0.6,2.5,14.7,7.80
Tyrone Wallace,California,129,114,31.6,4.6,11.0,.415,3.6,7.9,.464,0.9,3.1,.292,2.6,4.2,.613,1.0,4.2,5.2,3.4,1.1,0.4,2.2,12.6,7.30
Derrick Walton,Michigan,127,125,31.9,3.4,8.4,.404,1.6,3.8,.409,1.8,4.6,.401,2.9,3.5,.837,0.4,4.0,4.4,3.9,1.1,0.0,1.8,11.6,9.33
Jameel Warney,Stony Brook,135,131,30.7,6.5,11.0,.596,6.5,11.0,.596,0.0,0.0,,2.7,4.6,.592,3.5,5.9,9.4,1.6,0.8,2.0,1.4,15.8,-4.98
James Webb,Boise State,63,58,29.0,5.0,9.6,.518,3.8,6.1,.628,1.2,3.6,.330,2.3,3.4,.676,2.2,6.4,8.6,0.8,1.3,0.6,1.3,13.5,2.25
Derrick White,Colorado,34,32,32.8,6.0,11.9,.507,4.4,7.6,.569,1.7,4.2,.396,4.4,5.4,.813,1.0,3.1,4.1,4.4,1.2,1.4,2.4,18.1,6.00
Jacob Wiley,Eastern Washington,34,34,34.3,7.8,12.1,.643,7.6,11.9,.642,0.1,0.2,.714,4.7,5.6,.828,2.8,6.3,9.1,2.4,0.8,2.8,3.8,20.4,
C.J. Williams,Boise State,108,35,25.5,1.7,4.4,.388,1.1,2.5,.444,0.6,1.9,.312,1.2,2.0,.571,0.3,1.7,1.9,2.3,0.9,0.0,1.8,5.2,-0.16
Matt Williams,Colorado State,113,65,22.1,2.9,5.6,.529,2.9,5.5,.534,0.0,0.1,.000,2.8,3.9,.710,1.6,2.9,4.4,1.3,0.5,0.5,1.9,8.7,4.36
D.J. Wilson,Michigan,69,36,19.4,2.8,5.3,.525,2.1,3.3,.619,0.7,2.0,.363,0.8,1.0,.817,0.9,2.4,3.3,0.8,0.4,1.0,0.8,7.1,9.23
Jamil Wilson,Marquette,101,53,26.0,3.5,7.9,.439,2.7,5.7,.476,0.8,2.2,.344,1.7,2.5,.704,1.5,3.4,5.0,1.8,0.6,0.9,1.5,9.4,
Ron Baker,Wichita State,124,121,30.6,4.2,9.7,.433,2.3,4.4,.509,2.0,5.3,.369,2.8,3.5,.801,0.8,3.4,4.2,2.8,1.3,0.6,1.4,13.2,3.94
Wade Baldwin,Vanderbilt,68,54,29.6,3.4,8.0,.431,2.2,5.1,.436,1.2,2.9,.422,3.5,4.4,.800,0.4,3.6,4.1,4.8,1.3,0.2,2.3,11.6,7.45
Malik Beasley,Florida State,34,33,29.8,5.4,11.6,.471,3.8,7.4,.518,1.6,4.2,.387,3.1,3.8,.813,1.3,4.0,5.3,1.5,0.9,0.2,1.7,15.6,8.16
DeAndre' Bembry,St. Joseph's,101,100,36.1,5.7,12.6,.457,4.6,8.8,.520,1.2,3.8,.312,3.1,4.9,.628,1.4,5.3,6.7,3.6,1.4,0.8,2.5,15.7,4.20
Ben Bentil,Providence,69,56,27.9,4.7,10.2,.455,3.8,7.5,.503,0.9,2.7,.324,3.6,4.8,.761,2.5,3.8,6.3,0.9,0.6,0.7,1.6,13.8,8.98
Joel Bolomboy,Weber State,130,90,28.8,3.8,7.2,.528,3.5,6.4,.547,0.3,0.7,.371,3.6,5.0,.713,3.2,6.9,10.1,0.7,0.6,1.4,2.0,11.4,-4.62
Malcolm Brogdon,Virginia,136,109,30.6,4.4,10.3,.430,3.1,6.6,.466,1.4,3.7,.365,3.1,3.5,.876,0.6,3.5,4.1,2.5,0.9,0.2,1.5,13.3,7.76
Jaylen Brown,California,34,34,27.6,4.8,11.1,.431,3.9,8.1,.482,0.9,3.0,.294,4.2,6.4,.654,1.1,4.3,5.4,2.0,0.8,0.6,3.1,14.6,7.87
Marquese Chriss,Washington,34,34,24.9,5.3,9.9,.530,4.6,8.2,.568,0.6,1.8,.350,2.6,3.8,.682,2.5,2.9,5.4,0.8,0.9,1.6,2.0,13.7,8.12
Semaj Christon,Xavier,64,63,34.8,5.7,12.3,.462,5.3,11.1,.476,0.4,1.2,.338,4.4,6.6,.670,0.3,2.5,2.8,4.4,1.4,0.2,3.1,16.2,6.55
Quinn Cook,Duke,143,99,28.2,3.7,8.6,.432,2.1,4.2,.492,1.7,4.4,.375,1.9,2.2,.853,0.4,2.3,2.7,3.6,1.1,0.1,1.4,11.0,9.07
Deyonta Davis,Michigan State,35,16,18.6,3.4,5.7,.598,3.4,5.7,.598,0.0,0.0,,0.7,1.1,.605,2.1,3.4,5.5,0.7,0.3,1.8,0.9,7.5,6.94
Malcolm Delaney,Virginia Tech,136,125,34.5,4.7,11.7,.401,2.7,6.3,.432,1.9,5.3,.363,5.3,6.3,.845,0.8,2.7,3.5,4.0,1.3,0.2,2.8,16.6,6.21
Cheick Diallo,Kansas,27,1,7.5,1.2,2.1,.569,1.2,2.1,.569,0.0,0.0,,0.6,1.0,.556,0.6,1.9,2.5,0.0,0.3,0.9,0.6,3.0,11.22
Kris Dunn,Providence,95,83,31.5,4.5,9.9,.450,3.7,7.8,.476,0.8,2.2,.354,3.1,4.5,.693,1.1,4.0,5.1,5.8,2.2,0.4,3.3,12.8,8.09
Henry Ellenson,Marquette,33,33,33.5,5.9,13.2,.446,5.0,10.0,.495,0.9,3.2,.288,4.3,5.8,.749,2.2,7.6,9.7,1.8,0.8,1.5,2.4,17.0,5.57
Joel Embiid,Kansas,28,20,23.1,3.8,6.1,.626,3.8,5.9,.639,0.0,0.2,.200,3.5,5.1,.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,11.2,11.40
Dorian Finney-Smith,Florida,101,61,28.5,4.1,9.5,.428,2.5,5.1,.485,1.6,4.4,.361,2.4,3.5,.673,2.5,4.6,7.1,1.9,0.8,0.7,1.8,12.1,
Bryn Forbes,Michigan State,74,58,27.1,3.7,8.0,.467,1.3,2.6,.484,2.5,5.4,.458,1.4,1.7,.827,0.3,1.5,1.7,1.2,0.5,0.1,0.8,11.3,
Patricio Garino,George Washington,129,117,30.1,4.4,8.7,.508,3.6,6.5,.556,0.8,2.2,.364,2.4,3.6,.671,1.6,2.8,4.3,1.7,1.7,0.7,2.2,12.0,3.73
Michael Gbinije,Syracuse,101,61,29.2,3.9,8.7,.452,2.4,4.7,.507,1.5,4.0,.387,1.9,3.0,.631,1.0,2.6,3.6,3.0,1.5,0.3,1.8,11.3,
Marcus Georges-Hunt,Georgia Tech,130,129,30.9,4.4,10.1,.433,3.4,7.3,.474,0.9,2.9,.329,3.6,4.8,.749,1.5,2.9,4.5,2.2,0.9,0.2,1.7,13.3,7.08
Jonathan Gibson,New Mexico State,131,96,24.5,4.0,9.3,.436,2.1,4.3,.480,2.0,5.0,.398,1.7,2.2,.758,0.4,1.6,1.9,1.8,1.0,0.0,1.6,11.8,0.16
Treveon Graham,VCU,140,102,25.4,4.4,10.2,.432,3.0,6.2,.483,1.4,4.0,.354,3.2,4.6,.691,2.1,3.7,5.8,1.4,0.8,0.2,1.4,13.4,4.00
A.J. Hammons,Purdue,132,95,24.3,4.6,8.6,.539,4.6,8.4,.544,0.0,0.2,.261,2.7,4.0,.690,2.4,4.7,7.0,0.8,0.4,2.6,2.1,12.1,7.64
Andrew Harrison,Kentucky,79,78,28.6,2.8,7.6,.372,1.9,5.2,.374,0.9,2.4,.367,3.6,4.6,.777,0.6,2.1,2.7,3.8,0.8,0.2,2.2,10.1,9.28
Buddy Hield,Oklahoma,132,118,31.7,5.9,13.2,.448,3.3,6.5,.508,2.6,6.8,.390,2.8,3.4,.836,1.6,3.4,5.0,1.9,1.3,0.3,2.2,17.4,9.28
Danuel House,Texas A&M,62,57,31.6,5.0,12.4,.404,2.8,6.0,.469,2.2,6.4,.344,3.1,4.5,.686,1.0,3.4,4.3,2.1,0.6,0.4,1.8,15.3,
Brandon Ingram,Duke,36,34,34.6,5.9,13.4,.442,3.7,8.0,.464,2.2,5.4,.410,3.2,4.7,.682,1.9,4.9,6.8,2.0,1.1,1.4,2.0,17.3,10.59
Demetrius Jackson,Pacific,57,50,29.1,4.2,10.4,.402,2.5,5.6,.447,1.7,4.8,.348,3.3,4.0,.837,0.4,2.4,2.8,3.3,1.1,0.1,3.4,13.4,-1.12
Pierre Jackson,Baylor,74,55,32.8,5.3,11.9,.441,3.1,6.4,.496,2.1,5.6,.379,4.0,5.0,.808,0.8,2.5,3.3,6.5,1.6,0.0,3.5,16.7,7.58
Brice Johnson,UNC,148,80,21.0,5.0,8.6,.577,5.0,8.6,.577,0.0,0.0,,2.0,2.8,.715,2.1,4.9,7.0,0.9,0.8,1.1,1.3,11.9,9.72
Damian Jones,Vanderbilt,99,95,27.1,5.1,9.1,.566,5.1,9.0,.570,0.0,0.1,.125,3.0,5.3,.565,2.1,4.3,6.4,0.7,0.4,1.7,2.0,13.3,7.13
Derrick Jones,Samford,61,29,,3.7,8.4,.443,1.4,2.5,.565,2.3,5.8,.390,1.5,2.4,.634,0.8,3.8,4.1,2.1,0.6,0.3,2.8,11.2,
Skal Labissiere,Kentucky,36,18,15.8,2.7,5.3,.516,2.7,5.2,.521,0.0,0.1,.000,1.1,1.7,.661,1.0,2.2,3.1,0.3,0.3,1.6,0.9,6.6,8.84
Jake Layman,Maryland,141,115,27.9,3.4,7.7,.445,2.0,3.8,.530,1.4,3.9,.362,1.9,2.6,.759,1.1,3.7,4.8,1.1,0.9,0.8,1.4,10.2,7.17
Caris LeVert,Michigan,103,70,26.4,3.6,8.2,.434,2.3,4.9,.456,1.3,3.2,.401,2.0,2.6,.770,0.4,3.2,3.5,2.7,0.9,0.2,1.3,10.4,9.30
Shawn Long,Louisiana,135,131,29.8,6.5,12.8,.503,5.6,10.4,.541,0.8,2.4,.341,3.6,5.3,.676,3.4,7.3,10.7,1.1,0.7,2.0,2.4,17.3,-2.01
Patrick McCaw,UNLV,65,48,31.7,4.2,9.6,.439,2.3,4.3,.527,1.9,5.2,.367,1.9,2.5,.753,0.9,3.3,4.2,3.3,2.0,0.4,1.9,12.2,3.28
Rodney McGruder,Kansas State,135,100,27.4,4.2,9.3,.452,2.8,5.7,.498,1.4,3.7,.381,1.9,2.5,.759,1.9,3.0,4.8,1.4,0.9,0.3,1.3,11.7,8.19
Dejounte Murray,Washington,34,34,33.5,5.9,14.3,.416,4.9,10.8,.457,1.0,3.5,.288,3.2,4.9,.663,1.4,4.6,6.0,4.4,1.8,0.3,3.2,16.1,8.12
Jamal Murray,Kentucky,36,36,35.2,6.8,14.9,.454,3.6,7.3,.502,3.1,7.7,.408,3.3,4.2,.783,1.5,3.7,5.2,2.2,1.0,0.3,2.3,20.0,8.84
Maurice Ndour,Ohio,66,60,32.3,5.2,10.5,.498,4.6,8.8,.520,0.7,1.8,.388,3.6,4.8,.757,1.9,5.7,7.6,1.6,0.8,1.9,2.7,14.8,-0.36
Georges Niang,Iowa State,138,126,29.8,6.2,12.3,.500,4.8,8.7,.553,1.4,3.6,.375,2.5,3.2,.763,1.2,4.0,5.2,3.1,0.7,0.5,2.3,16.1,8.83
David Nwaba,Cal Poly,88,77,26.0,4.2,9.0,.473,4.2,8.7,.483,0.0,0.3,.167,3.4,5.2,.650,1.9,3.4,5.3,2.0,1.1,0.6,1.6,11.9,1.01
Daniel Ochefu,Villanova,141,110,21.7,2.9,4.8,.600,2.9,4.7,.604,0.0,0.0,.000,1.5,2.4,.622,2.1,4.5,6.6,1.3,0.8,1.3,1.6,7.2,8.32
Chinanu Onuaku,Louisville,66,55,21.0,2.8,4.5,.619,2.8,4.4,.621,0.0,0.0,.000,0.7,1.3,.547,2.4,4.0,6.4,1.1,0.8,1.6,1.7,6.2,8.36
Gary Payton,Oregon State,120,89,37.7,6.9,14.3,.485,5.4,10.2,.530,1.5,4.0,.369,2.8,4.1,.684,,,4.0,7.8,2.7,0.5,3.3,18.1,6.72
Marshall Plumlee,Duke,124,36,14.3,1.3,1.9,.665,1.2,1.9,.664,0.0,0.0,1.000,0.9,1.7,.555,1.6,2.2,3.8,0.5,0.4,0.8,0.5,3.4,9.62
Jakob Poeltl,Utah,70,70,26.9,5.1,7.7,.658,5.1,7.7,.659,0.0,0.0,.000,3.1,5.2,.605,2.8,5.2,8.0,1.3,0.5,1.7,1.8,13.3,8.10
Alex Poythress,Kentucky,112,62,22.1,3.2,5.8,.551,2.9,4.9,.595,0.3,0.9,.302,2.0,2.9,.686,1.8,3.5,5.3,0.5,0.4,0.7,1.3,8.6,8.30
Tim Quarterman,LSU,99,44,24.9,2.7,6.9,.397,1.7,3.7,.471,1.0,3.2,.310,1.9,2.9,.660,1.2,2.7,3.9,3.1,1.0,0.4,1.7,8.4,6.41
Chasson Randle,Stanford,144,142,33.3,5.3,12.3,.428,3.2,6.9,.462,2.1,5.5,.386,3.8,4.8,.806,0.5,2.8,3.3,2.5,1.2,0.1,2.3,16.5,6.92
Malachi Richardson,Syracuse,37,37,34.4,4.1,11.1,.369,2.0,5.1,.388,2.1,6.1,.353,3.1,4.2,.720,0.5,3.8,4.3,2.1,1.1,0.3,2.1,13.4,9.75
Domantas Sabonis,Gonzaga,74,32,26.6,5.2,8.2,.632,5.1,8.0,.638,0.1,0.2,.357,3.1,4.2,.729,2.6,6.8,9.4,1.3,0.5,0.6,2.0,13.5,4.67
Wayne Selden,Kansas,109,108,29.5,3.9,8.9,.436,2.4,4.8,.494,1.5,4.1,.366,1.8,2.8,.632,0.9,2.1,3.0,2.6,0.7,0.4,1.9,11.0,11.58
Pascal Siakam,New Mexico State,68,61,32.7,6.5,11.8,.551,6.4,11.5,.559,0.0,0.3,.176,3.5,5.0,.711,3.6,6.1,9.7,1.5,0.9,2.0,1.9,16.6,-3.60
Diamond Stone,Maryland,35,22,23.1,4.8,8.4,.568,4.8,8.4,.568,0.0,0.0,,2.9,3.8,.761,2.2,3.2,5.4,0.4,0.5,1.6,1.5,12.5,8.31
Isaiah Taylor,Texas,92,92,30.8,4.5,11.1,.404,4.1,9.8,.419,0.4,1.3,.294,4.3,5.4,.792,0.4,2.7,3.1,4.5,1.0,0.1,2.3,13.6,9.98
Mike Tobey,Virginia,138,48,16.3,2.9,5.4,.531,2.8,5.3,.537,0.0,0.1,.316,1.0,1.5,.704,1.6,2.4,4.0,0.4,0.2,0.7,0.8,6.8,7.76
Tyler Ulis,Kentucky,72,35,30.1,3.6,8.4,.427,2.4,5.1,.462,1.2,3.3,.371,2.9,3.4,.846,0.5,1.9,2.4,5.3,1.2,0.1,1.5,11.3,8.76
Jarrod Uthoff,Iowa,100,67,26.5,4.6,10.2,.450,3.2,6.6,.486,1.4,3.6,.383,2.5,3.1,.795,1.5,4.3,5.8,1.2,0.8,1.8,1.0,13.0,8.18
Denzel Valentine,Michigan State,144,116,29.0,4.0,9.1,.442,2.2,4.6,.476,1.8,4.5,.408,1.5,2.0,.779,1.1,4.8,5.9,4.4,0.9,0.3,2.2,11.4,9.21
Okaro White,Florida State,139,94,24.6,3.4,6.8,.494,2.9,5.3,.542,0.5,1.5,.327,2.9,3.6,.799,1.8,3.2,5.1,0.7,0.7,0.8,1.6,10.1,7.36
Isaiah Whitehead,Seton Hall,56,52,30.5,5.1,13.6,.375,3.0,7.8,.387,2.1,5.8,.359,3.5,4.6,.757,0.7,3.0,3.7,4.5,1.3,1.1,3.4,15.8,7.92
Troy Williams,Centenary (LA),37,,,0.6,0.9,.618,0.6,0.9,.618,0.0,0.0,,0.3,0.4,.733,,,1.9,0.1,0.2,0.3,,1.4,-2.12
Kyle Wiltjer,Gonzaga,74,73,30.5,6.8,13.2,.514,4.6,8.4,.550,2.1,4.8,.449,2.9,3.5,.828,1.5,4.7,6.3,1.7,0.4,0.7,1.6,18.6,
Cliff Alexander,Kansas,28,6,17.6,2.6,4.6,.566,2.6,4.6,.566,0.0,0.0,,1.9,2.8,.671,2.0,3.3,5.3,0.4,0.2,1.3,1.0,7.1,12.13
Justin Anderson,Virginia,98,44,24.1,2.9,6.8,.430,1.9,4.1,.481,1.0,2.8,.357,2.0,2.7,.752,0.8,2.7,3.5,1.8,0.6,0.9,1.3,8.9,6.64
Keith Appling,Michigan State,142,124,29.8,3.5,8.0,.431,2.5,5.1,.486,1.0,2.9,.334,2.7,3.7,.748,0.4,2.6,3.0,3.3,1.1,0.5,2.1,10.6,10.35
Devin Booker,Clemson,128,94,24.1,3.5,7.0,.496,3.3,6.4,.518,0.2,0.6,.275,1.9,2.9,.658,2.1,3.6,5.7,0.8,0.6,0.6,1.6,9.0,5.58
Anthony Brown,Oklahoma State,47,4,13.1,1.1,2.4,.482,1.1,2.2,.505,0.0,0.1,.143,0.7,1.2,.569,1.0,1.3,2.3,0.3,0.3,0.4,0.4,3.0,7.55
Willie Cauley-Stein,Kentucky,105,70,24.5,3.3,5.6,.593,3.3,5.6,.593,0.0,0.0,,1.4,2.8,.508,2.4,3.9,6.2,0.9,1.1,2.2,1.2,8.0,8.12
Rakeem Christmas,Syracuse,142,140,22.0,2.9,5.1,.560,2.9,5.1,.560,0.0,0.0,.000,1.6,2.4,.681,2.0,3.3,5.3,0.6,0.5,1.7,1.1,7.4,7.88
Coty Clarke,Arkansas,65,43,21.3,2.8,5.9,.469,2.3,4.8,.476,0.5,1.2,.442,2.5,3.2,.777,1.8,3.6,5.4,1.8,1.5,0.6,1.3,8.6,5.27
Pat Connaughton,Notre Dame,139,123,32.3,3.7,8.2,.450,1.8,3.2,.549,1.9,5.0,.386,1.2,1.5,.777,1.0,4.9,5.9,1.8,0.7,0.5,1.0,10.5,6.88
Branden Dawson,Michigan State,130,122,26.6,4.4,7.8,.559,4.4,7.7,.564,0.0,0.1,.000,1.4,2.4,.558,2.5,4.4,6.9,1.4,1.3,1.1,1.7,10.1,9.93
Sam Dekker,Wisconsin,113,81,27.9,4.4,9.0,.493,3.2,5.3,.591,1.3,3.6,.348,2.0,2.8,.695,1.6,3.4,5.0,1.3,0.6,0.5,1.0,12.1,10.07
Duje Dukan,Wisconsin,97,0,10.0,1.1,2.6,.427,0.6,1.2,.544,0.5,1.4,.328,0.4,0.7,.656,0.5,1.2,1.7,0.4,0.1,0.0,0.4,3.1,9.53
Jarell Eddie,Virginia Tech,123,90,25.8,3.1,8.1,.385,1.6,3.8,.407,1.6,4.3,.365,1.8,2.2,.812,0.8,3.8,4.6,1.1,0.3,0.5,1.5,9.6,6.19
Jerian Grant,Notre Dame,119,117,36.4,4.7,10.7,.436,3.2,6.4,.498,1.5,4.4,.345,3.8,4.8,.790,0.4,2.5,2.9,5.8,1.5,0.3,2.2,14.6,6.88
