2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PF,PTS,Player,SOS,STL,School,TOV,TRB,year
3.0,6.4,0.475,1.4,0.308,4.5,2.3,0.7,4.2,4.4,10.9,0.406,1.6,2.5,0.625,35,34,27.2,0.7,2.3,11.8,Talen Horton-Tucker,9.3,1.3,Iowa State,1.7,4.9,2020
3.6,7.1,0.5,1.5,0.392,3.9,0.8,0.5,4.3,5.1,11.0,0.462,3.1,4.1,0.773,37,37,29.6,1.2,2.1,14.8,Ignas Brazdeikis,10.55,0.7,Michigan,1.2,5.4,2020
3.2,5.4,0.601,0.4,0.327,1.2,1.9,0.2,3.2,3.6,6.5,0.552,1.8,2.8,0.67,140,101,25.9,1.9,2.0,9.4,Terance Mann,8.95,0.8,Florida State,1.4,5.1,2020
4.0,7.4,0.539,1.4,0.368,3.9,2.4,0.4,3.7,5.4,11.2,0.48,3.2,4.0,0.7879999999999999,131,117,31.2,1.4,2.3,15.4,Quinndary Weatherspoon,6.95,1.5,Mississippi State,2.3,5.2,2020
4.7,9.0,0.526,0.9,0.353,2.6,1.7,0.7,6.0,5.6,11.6,0.48700000000000004,3.4,4.4,0.768,123,119,31.7,1.8,2.9,15.6,Jarrell Brantley,-1.6,1.2,College of Charleston,2.6,7.9,2020
3.2,6.5,0.496,1.9,0.34,5.7,5.9,0.1,2.8,5.2,12.2,0.423,3.3,4.2,0.807,66,61,32.7,0.3,2.1,15.6,Tremont Waters,8.59,2.5,LSU,3.2,3.1,2020
4.6,8.6,0.5379999999999999,0.4,0.298,1.4,1.5,0.5,5.8,5.0,10.0,0.504,2.7,3.6,0.758,67,55,27.9,2.1,2.6,13.2,Jalen McDaniels,3.19,1.0,San Diego State,1.8,7.9,2020
4.3,7.8,0.555,2.2,0.386,5.7,2.1,0.2,2.6,6.6,13.6,0.483,3.3,4.1,0.8109999999999999,125,82,28.1,0.4,1.6,18.6,Justin Wright-Foreman,-1.81,0.7,Hofstra,1.7,2.9,2020
4.6,8.2,0.568,2.1,0.386,5.4,2.0,0.2,3.5,6.7,13.6,0.496,3.2,3.6,0.878,34,34,32.9,1.4,2.1,18.7,Marial Shayok,,0.9,Iowa State,2.7,4.9,2020
2.0,4.5,0.444,2.4,0.425,5.6,1.6,0.0,2.6,4.4,10.1,0.433,1.3,1.6,0.8059999999999999,106,78,29.1,0.4,1.1,12.5,Kyle Guy,10.05,0.7,Virginia,1.1,3.0,2020
2.4,5.4,0.44,1.7,0.373,4.6,4.4,0.2,3.3,4.1,9.9,0.409,2.3,3.0,0.762,64,48,28.3,0.5,1.4,12.1,Jaylen Hands,6.82,1.2,UCLA,2.5,3.8,2020
2.6,5.7,0.45799999999999996,1.0,0.353,2.7,4.3,0.1,2.1,3.6,8.4,0.424,1.6,2.0,0.8170000000000001,95,87,26.1,0.3,1.2,9.7,Jordan Bone,10.15,0.7,Tennessee,1.6,2.4,2020
3.2,6.5,0.49,2.0,0.35600000000000004,5.6,3.3,1.0,5.4,5.2,12.1,0.428,2.7,3.5,0.777,87,82,31.7,0.8,2.8,15.0,Miye Oni,-2.08,0.9,Yale,2.6,6.2,2020
