Player,School,G,GS,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3P%,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,year
Nick Johnson,Arizona,108,101,30.9,4.1,9.7,0.421,2.8,6,0.459,1.3,3.7,0.359,2.8,3.9,0.734,0.6,3.1,3.7,2.8,1.3,0.6,1.8,2,12.3,7.04,2015
Robert Covington,Tennessee State,118,111,30,5.3,11.1,0.476,3.7,7.4,0.502,1.5,3.7,0.422,2.7,3.4,0.802,2.6,4.8,7.4,1.2,1.5,1.3,2.3,3,14.8,-2.86,2014
James Southerland,Syracuse,112,13,18.7,2.9,6.5,0.449,1.5,2.8,0.553,1.4,3.7,0.37,0.7,0.9,0.74,0.8,2.5,3.3,0.6,0.9,0.8,0.6,1.5,7.9,8.15,2014
Charles Jenkins,Hofstra,128,128,35.9,6.6,14.5,0.456,5.2,10.8,0.482,1.4,3.7,0.382,5,6.2,0.811,1,3.3,4.3,3.8,1.7,0.6,3,2.5,19.6,-1.45,2012
Sonny Weems,Arkansas,69,66,31.2,5.2,11,0.473,3.8,7.3,0.527,1.3,3.7,0.366,1.6,2.1,0.767,1.6,3,4.6,2.3,1.3,0.3,2.7,2,13.3,7.74,2009
George King,Colorado,127,89,22.6,3.5,7.9,0.444,2.1,4.3,0.478,1.4,3.6,0.401,1.8,2.4,0.731,1.4,3.9,5.4,0.7,0.4,0.3,1.5,1.8,10.2,7.36,2019
Josh Hart,Villanova,146,77,28,4.6,9.1,0.511,3.2,5.4,0.592,1.4,3.6,0.389,2.5,3.4,0.72,1.7,3.8,5.6,1.8,1.1,0.3,1.3,2.2,13.2,8.51,2018
James Webb,Boise State,63,58,29,5,9.6,0.518,3.8,6.1,0.628,1.2,3.6,0.33,2.3,3.4,0.676,2.2,6.4,8.6,0.8,1.3,0.6,1.3,2.8,13.5,2.25,2018
Georges Niang,Iowa State,138,126,29.8,6.2,12.3,0.5,4.8,8.7,0.553,1.4,3.6,0.375,2.5,3.2,0.763,1.2,4,5.2,3.1,0.7,0.5,2.3,3.1,16.1,8.83,2017
Jarrod Uthoff,Iowa,100,67,26.5,4.6,10.2,0.45,3.2,6.6,0.486,1.4,3.6,0.383,2.5,3.1,0.795,1.5,4.3,5.8,1.2,0.8,1.8,1,1.4,13,8.18,2017
Sam Dekker,Wisconsin,113,81,27.9,4.4,9,0.493,3.2,5.3,0.591,1.3,3.6,0.348,2,2.8,0.695,1.6,3.4,5,1.3,0.6,0.5,1,1.2,12.1,10.07,2016
Patrick Christopher,California,134,114,30.8,4.8,10.6,0.45,3.5,7,0.505,1.2,3.6,0.342,1.9,2.4,0.816,1.2,2.7,3.8,1.8,0.8,0.1,1.5,2.1,12.7,8.15,2015
Jerel McNeal,Marquette,130,130,30.9,5.6,12.7,0.44,4.3,9,0.478,1.3,3.6,0.347,2.8,4,0.717,1.3,3.3,4.7,3.5,2.2,0.5,3.4,2.9,15.3,7.77,2015
Andrew Wiggins,Kansas,35,35,32.8,5.4,12.1,0.448,4.2,8.5,0.493,1.2,3.6,0.341,5,6.5,0.775,2.2,3.7,5.9,1.5,1.2,1,2.3,2.7,17.1,11.4,2015
Nate Wolters,South Dakota State,127,109,33.1,6.1,13.5,0.45,4.8,9.9,0.49,1.2,3.6,0.342,5.1,6.4,0.803,0.9,3.8,4.7,5.3,1.5,0.2,2.2,1.8,18.5,-3.55,2014
Will Barton,Memphis,70,59,32.9,5.7,12,0.471,4.6,8.4,0.546,1.1,3.6,0.299,2.7,3.7,0.733,1.7,4.8,6.5,2.9,1.5,0.6,2.3,2.2,15.2,4.2,2013
Anthony Davis,Austin Peay,124,115,30.1,4.9,11.6,0.42,3.7,8,0.47,1.1,3.6,0.311,2.4,3.3,0.728,1.4,3,4.4,2.3,1.6,0.3,2,2.2,13.3,-1.59,2013
Josh Selby,Kansas,26,11,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.362,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0,2,1.7,7.9,7.62,2012
Tristan Thompson,North Texas,128,99,25.5,3.6,8.2,0.439,2.2,4.6,0.472,1.4,3.6,0.396,4.1,5,0.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,-3.82,2012
J.R. Giddens,New Mexico,59,55,31.3,6.2,12.9,0.481,5.1,9.3,0.545,1.1,3.6,0.313,2.6,4.4,0.588,1.5,6.3,7.8,2.8,1.2,0.9,2.4,1.8,16.1,,2009
Admiral Schofield,Tennessee,132,95,24.9,4.4,9.7,0.458,3,6.1,0.501,1.4,3.6,0.387,1.6,2.1,0.763,1.3,4.1,5.3,1.3,0.7,0.4,1.4,2.6,11.9,9.58,2020
Rawle Alkins,Arizona,60,57,29.3,4,9,0.45,2.8,5.5,0.505,1.3,3.5,0.365,2.4,3.3,0.729,1.7,3.2,4.9,2.2,1,0.6,2.1,2.2,11.8,7.24,2019
Billy Garrett,DePaul,125,119,29.2,3.7,9.6,0.386,2.6,6.1,0.423,1.1,3.5,0.323,4.5,5.4,0.841,0.3,2.4,2.7,3.5,0.9,0.2,2.6,2.8,13.1,7.77,2019
Yuta Watanabe,George Washington,134,107,30.1,3.8,8.9,0.425,2.6,5.5,0.481,1.2,3.5,0.337,2.1,2.7,0.788,1.1,3.4,4.5,1.5,0.7,1.1,1.3,1.8,10.9,2.82,2019
Tyler Lydon,Syracuse,71,34,33.1,3.9,8.2,0.476,2.5,4.8,0.531,1.4,3.5,0.4,2.4,2.9,0.809,2,5.4,7.4,1.6,1.1,1.6,1.5,2.6,11.6,9.11,2018
Dejounte Murray,Washington,34,34,33.5,5.9,14.3,0.416,4.9,10.8,0.457,1,3.5,0.288,3.2,4.9,0.663,1.4,4.6,6,4.4,1.8,0.3,3.2,2.6,16.1,8.12,2017
Terry Rozier,Louisville,73,45,26.8,4.2,10.3,0.408,3.1,6.8,0.447,1.2,3.5,0.331,2.4,3.1,0.772,1,3.3,4.3,2.4,1.5,0.1,1.4,1.6,12,6.89,2016
Spencer Dinwiddie,Colorado,86,86,30.1,3.4,8,0.42,2,4.6,0.446,1.3,3.5,0.386,4.9,5.9,0.83,0.5,2.9,3.3,2.6,1.1,0.3,1.8,2.1,13,7.49,2015
Zach LaVine,UCLA,37,1,24.4,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2,9.4,7.62,2015
Kyrie Irving,Duke,11,8,27.5,5,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,8.31,2012
Reggie Jackson,Boston College,99,52,28,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.351,2.3,3,0.753,1.4,3,4.4,3.5,0.8,0.5,2.1,1.7,12.7,7.25,2012
Cory Joseph,Texas,36,36,32.4,3.8,8.9,0.422,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2,0.699,0.6,2.9,3.6,3,1,0.3,1.5,1.8,10.4,7.96,2012
Kemba Walker,UConn,111,77,32.9,5.2,12.2,0.428,4.1,8.7,0.469,1.1,3.5,0.326,4.5,5.8,0.783,1,3.4,4.4,4.1,1.7,0.3,2.3,1.5,16.1,9.39,2012
Eric Bledsoe,Kentucky,37,35,30.3,3.9,8.4,0.462,2.6,5,0.516,1.3,3.5,0.383,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3,2.2,11.3,6.82,2011
Ben Uzoh,Tulsa,141,140,32.3,4.7,10.3,0.454,3.4,6.8,0.508,1.2,3.5,0.349,3.3,4.2,0.782,1.2,3.8,5,3,1.1,0.7,2.4,1.7,13.8,2.63,2011
Dillon Brooks,Oregon,109,98,28.9,5.4,11.4,0.472,4.2,8,0.518,1.2,3.4,0.362,2.8,3.5,0.794,1.6,2.9,4.5,2.6,0.9,0.5,2.1,2.9,14.8,8.23,2018
Milton Doyle,Loyola (IL),121,98,30.4,4.4,10.2,0.438,3.3,6.8,0.484,1.2,3.4,0.344,3.2,4.5,0.718,0.7,3.4,4.1,3.8,1.2,0.6,3.1,2.6,13.3,0.36,2018
Maalik Wayns,Villanova,95,56,25.9,4,9.7,0.412,3,6.3,0.478,1,3.4,0.291,3.6,4.2,0.848,0.5,2.2,2.7,3.4,0.9,0,2.3,2.3,12.5,7.87,2013
Justin Harper,Richmond,137,96,22.9,3.9,8.1,0.483,2.6,4.7,0.557,1.3,3.4,0.382,1.5,2.1,0.711,1.4,3.3,4.8,0.7,0.6,0.8,1.3,2.2,10.6,2.46,2012
Lazar Hayward,Marquette,138,118,26.4,4.8,10.7,0.452,3.6,7.3,0.497,1.2,3.4,0.357,2.6,3.3,0.789,2.2,4.4,6.6,0.9,1.1,0.3,1.7,2.7,13.5,7.79,2011
Tyreke Evans,Memphis,37,35,29,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.274,3.7,5.2,0.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,4.63,2010
Danny Green,UNC,145,39,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,8.39,2010
Eric Paschall,Villanova,110,82,29.2,4,8.2,0.487,2.9,4.8,0.591,1.1,3.4,0.338,2.3,3.1,0.756,1.5,3.6,5.1,1.7,0.7,0.5,1.7,2.4,11.4,,2020
Deng Adel,Louisville,89,71,26.8,3.9,9,0.438,2.8,5.7,0.489,1.1,3.3,0.348,2.2,2.9,0.776,0.6,3.5,4.1,2,0.5,0.3,1.7,1.5,11.2,9.32,2019
Troy Caupain,Cincinnati,137,102,29.1,3.2,8,0.397,2,4.6,0.438,1.1,3.3,0.338,2.2,2.8,0.762,0.5,3.1,3.6,3.8,1.1,0.2,1.6,1.5,9.6,5.1,2019
Marcus Derrickson,Georgetown,89,73,25.7,3.3,7.2,0.459,2,3.9,0.513,1.3,3.3,0.397,2.4,2.8,0.856,1.7,4,5.6,1.4,0.5,0.6,1.7,2.9,10.3,7.7,2019
Jamel Artis,Pitt,135,98,27.6,4.3,9.1,0.47,3,5.8,0.524,1.3,3.3,0.378,2.7,3.6,0.759,1.4,3.3,4.6,2.3,0.5,0.3,1.9,1.8,12.6,8.68,2018
Tyler Ulis,Kentucky,72,35,30.1,3.6,8.4,0.427,2.4,5.1,0.462,1.2,3.3,0.371,2.9,3.4,0.846,0.5,1.9,2.4,5.3,1.2,0.1,1.5,1.7,11.3,8.76,2017
Jordan Clarkson,Missouri,35,35,35.1,6,13.3,0.448,5.1,10.1,0.501,0.9,3.3,0.281,4.6,5.6,0.831,0.8,3,3.8,3.4,1.1,0.2,2.7,2.2,17.5,,2015
Shabazz Muhammad,UCLA,32,30,30.8,6.3,14.3,0.443,5.1,10.9,0.463,1.3,3.3,0.377,4,5.6,0.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9,7.82,2014
Phil Pressey,Missouri,99,81,29.7,3.2,8.2,0.395,2.1,4.9,0.429,1.2,3.3,0.347,2.1,2.7,0.757,0.6,2.3,3,5.9,2,0.1,2.7,2,9.7,6.06,2014
Khris Middleton,Texas A&M,87,72,26,3.9,9.1,0.431,2.9,5.8,0.494,1.1,3.3,0.321,2.4,3.1,0.768,1.5,3,4.6,2,1,0.2,2,2.1,11.3,7.42,2013
Chris Singleton,Florida State,95,91,29.1,3.5,8.4,0.419,2.4,5.1,0.476,1.1,3.3,0.33,2.1,3.5,0.592,2,4.2,6.2,1.5,1.9,1.4,2.4,3.1,10.3,7.05,2012
Malcolm Thomas,Louisiana-Monroe,39,29,26.5,3.8,9.9,0.387,2.6,6.6,0.39,1.3,3.3,0.38,1.8,2.4,0.772,1.4,2.7,4.1,0.7,1.1,0.3,1.7,2.3,10.8,-4.25,2012
Avery Bradley,Texas,34,32,29.5,4.7,10.8,0.432,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,1,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,7.38,2011
Sundiata Gaines,Georgia,123,123,31.7,4.1,10,0.411,3.1,6.7,0.464,1,3.3,0.303,2.7,4.6,0.591,1.9,3.6,5.5,3.9,2.1,0.2,2.6,2.1,11.9,6.88,2010
Keita Bates-Diop,Ohio State,109,70,24.8,4.3,9.1,0.472,3.2,5.9,0.537,1.1,3.2,0.352,1.9,2.5,0.776,1.1,4.6,5.7,1.1,0.6,1.2,1.2,1.4,11.7,7.69,2019
Khyri Thomas,Creighton,102,95,27.2,4.2,8.2,0.511,2.9,5.1,0.578,1.3,3.2,0.406,1.5,2.1,0.719,1.1,3.5,4.6,2.5,1.4,0.3,1.6,1.8,11.2,7.83,2019
Chris Boucher,Oregon,69,47,24.8,4.3,8.2,0.532,3.3,5,0.65,1.1,3.2,0.344,2.2,3.4,0.641,2.3,4.5,6.8,0.4,0.6,2.7,1.1,2.7,12,8.51,2018
Henry Ellenson,Marquette,33,33,33.5,5.9,13.2,0.446,5,10,0.495,0.9,3.2,0.288,4.3,5.8,0.749,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17,5.57,2017
Caris LeVert,Michigan,103,70,26.4,3.6,8.2,0.434,2.3,4.9,0.456,1.3,3.2,0.401,2,2.6,0.77,0.4,3.2,3.5,2.7,0.9,0.2,1.3,1.5,10.4,9.3,2017
Tim Quarterman,LSU,99,44,24.9,2.7,6.9,0.397,1.7,3.7,0.471,1,3.2,0.31,1.9,2.9,0.66,1.2,2.7,3.9,3.1,1,0.4,1.7,2.2,8.4,6.41,2017
Tyus Jones,Duke,39,39,33.9,3.5,8.3,0.417,2.3,5.1,0.44,1.2,3.2,0.379,3.7,4.2,0.889,0.5,3,3.5,5.6,1.5,0.1,1.9,1.2,11.8,9.87,2016
Erick Green,Virginia Tech,129,89,28.3,4.6,10.5,0.437,3.5,7.3,0.48,1.1,3.2,0.338,3.2,4,0.804,0.5,2.1,2.6,2.5,1.2,0.2,1.4,1.6,13.5,5.97,2015
Carrick Felix,Arizona State,94,69,27.9,3.6,8,0.456,2.6,4.7,0.545,1.1,3.2,0.326,1.9,2.6,0.704,1.3,3.5,4.8,1.3,1,0.8,1.7,2.4,10.2,5.37,2014
Chandler Parsons,Florida,142,81,27.9,3.7,7.8,0.477,2.6,4.6,0.575,1.1,3.2,0.337,1.7,2.8,0.611,1.9,4.1,6,2.4,0.9,0.3,1.6,2,10.2,5.9,2012
Nolan Smith,Duke,143,97,26.9,4.7,10.4,0.448,3.5,7.3,0.482,1.2,3.2,0.368,2.9,3.6,0.8,0.8,2,2.8,2.8,1,0.1,2,1.9,13.4,8.97,2012
Cedric Jackson,Cleveland State,71,71,32.2,4,9.8,0.405,2.9,6.6,0.432,1.1,3.2,0.35,3.2,4.9,0.659,1,4.4,5.3,5.2,2.8,0.2,3.7,2.8,12.3,,2010
Chuma Okeke,Auburn,72,38,25.5,3.6,7.5,0.481,2.4,4.3,0.55,1.2,3.2,0.389,1.4,2,0.703,2.4,3.9,6.3,1.5,1.3,1,1.3,1.9,9.9,9.11,2020
Keldon Johnson,Kentucky,37,36,30.7,4.6,10.1,0.461,3.4,6.9,0.498,1.2,3.2,0.381,2.9,4.2,0.703,1.3,4.5,5.9,1.6,0.8,0.2,1.6,2.2,13.5,10.29,2020
Jaylen Nowell,Washington,70,67,33.5,6,12.6,0.476,4.7,9.4,0.504,1.3,3.2,0.396,2.8,3.5,0.789,1,3.7,4.6,2.9,1.2,0.3,2.7,2.5,16.1,6.54,2020
Brandon Sampson,LSU,85,40,20.2,2.7,6,0.442,1.7,2.9,0.566,1,3.1,0.324,1.6,2.2,0.745,0.5,1.8,2.3,1,0.6,0.2,1.3,1.4,7.9,7.91,2019
Abdel Nader,Iowa State,67,35,24.1,3.4,7.6,0.454,2.4,4.4,0.547,1,3.1,0.321,1.7,2.2,0.745,0.7,3.3,4,1.1,0.7,0.6,1.7,2.2,9.5,,2018
Tyrone Wallace,California,129,114,31.6,4.6,11,0.415,3.6,7.9,0.464,0.9,3.1,0.292,2.6,4.2,0.613,1,4.2,5.2,3.4,1.1,0.4,2.2,2.5,12.6,7.3,2018
Stanley Johnson,Arizona,38,37,28.4,4.6,10.3,0.446,3.4,7.2,0.478,1.1,3.1,0.371,3.5,4.7,0.742,2,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,7.41,2016
Lamar Patterson,Pitt,149,106,24.3,3.2,7.4,0.435,2.1,4.3,0.483,1.1,3.1,0.369,1.9,2.6,0.723,1.2,2.8,3.9,2.9,1,0.3,1.6,1.9,9.5,6.86,2016
Markel Brown,Oklahoma State,134,103,30.5,4.1,9.4,0.439,3,6.2,0.486,1.1,3.1,0.347,3,4.1,0.733,0.8,3.5,4.3,2.3,1,0.8,1.8,2.1,12.4,7.74,2015
Will Cherry,Montana,116,104,30.7,4.2,9.8,0.43,3.3,6.8,0.495,0.9,3.1,0.285,3.5,4.9,0.718,0.6,3,3.6,3.4,2.3,0.3,2.4,2.1,12.8,-3.1,2015
Toure' Murry,Wichita State,139,130,28.8,3.7,9.2,0.405,2.8,6.1,0.454,1,3.1,0.311,2.6,3.5,0.763,1.1,3.4,4.5,3.1,1.3,0.3,2.4,1.7,11.1,2.35,2014
Norris Cole,Cleveland State,140,106,29.4,4.8,11.1,0.435,3.8,8,0.48,1,3.1,0.321,3.5,4.2,0.826,0.6,2.5,3.2,3.3,1.5,0.1,2,2.2,14.1,1.92,2012
Terrel Harris,Oklahoma State,134,89,26.4,3.3,7.5,0.44,2.1,4.3,0.494,1.1,3.1,0.366,2.1,2.6,0.815,1.1,2.8,3.8,1.5,1.3,0.2,2.1,2.9,9.8,7.03,2012
Darington Hobson,New Mexico,35,35,33.6,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.361,3.7,5.7,0.653,2.1,7.1,9.3,4.6,1.3,0.4,3,1.9,15.9,3.84,2012
Tyler Honeycutt,UCLA,59,51,31.7,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.359,2,2.9,0.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,7.9,2012
John Wall,Kentucky,37,37,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1,3.1,0.325,4.7,6.3,0.754,0.8,3.5,4.3,6.5,1.8,0.5,4,1.9,16.6,6.82,2011
Malik Hairston,Oregon,117,115,31.2,5.2,10.4,0.504,4,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2,3.1,5.1,2.1,0.6,0.6,2,2.5,14.1,6.87,2009
Frank Mason,Kansas,145,113,30,4.2,9.2,0.454,2.9,6.2,0.471,1.3,3,0.42,3.3,4.4,0.761,0.5,2.9,3.4,4,1.1,0.1,1.9,2,13,11.74,2018
Jaylen Brown,California,34,34,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2,0.8,0.6,3.1,3.2,14.6,7.87,2017
Jabari Parker,Duke,35,35,30.7,6.7,14.3,0.473,5.7,11.2,0.504,1.1,3,0.358,4.6,6.1,0.748,3,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,8.48,2015
Darius Miller,Kentucky,152,82,24.9,2.9,6.5,0.448,1.8,3.5,0.509,1.2,3,0.379,1.2,1.5,0.815,1,2.2,3.2,1.8,0.8,0.7,1.4,2.3,8.2,7.12,2013
Antonio Anderson,Memphis,150,133,29.8,2.9,6.9,0.418,2,3.9,0.501,0.9,3,0.308,1.8,2.8,0.648,1,3,4,3.6,1.4,0.3,1.6,1.8,8.5,4.63,2010
Eric Maynor,VCU,130,104,30.7,5,11.2,0.449,3.9,8.3,0.477,1.1,3,0.37,3.9,4.9,0.791,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2,15,-0.76,2010
Jeff Teague,Wake Forest,61,52,30.9,5.2,11.2,0.462,3.9,8.2,0.477,1.3,3,0.421,4.8,5.9,0.812,0.5,2.5,3,3,1.9,0.6,3,2.3,16.4,8.09,2010
Garrett Temple,LSU,134,131,33.1,2.2,5.9,0.371,1.3,2.9,0.47,0.8,3,0.278,1.5,1.9,0.783,0.8,2.9,3.7,3.6,1.4,0.8,2.2,2.6,6.7,6.28,2010
Chris Chiozza,Florida,139,65,25.1,2.5,6.3,0.391,1.5,3.5,0.445,0.9,2.9,0.327,1.5,2,0.747,0.4,2.8,3.2,4.1,1.4,0.1,1.6,2.1,7.4,9.99,2019
Trevon Duval,Duke,37,34,29.8,4,9.4,0.428,3.2,6.5,0.49,0.8,2.9,0.29,1.4,2.4,0.596,0.5,1.4,2,5.6,1.5,0.1,2.8,2.4,10.3,9.71,2019
Monte Morris,Iowa State,140,121,33.8,4.5,9.5,0.476,3.5,6.7,0.517,1.1,2.9,0.381,2,2.6,0.78,0.8,2.9,3.7,5.5,1.6,0.3,1.2,1.5,12.2,10.28,2018
Wade Baldwin,Vanderbilt,68,54,29.6,3.4,8,0.431,2.2,5.1,0.436,1.2,2.9,0.422,3.5,4.4,0.8,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,7.45,2017
Marcus Georges-Hunt,Georgia Tech,130,129,30.9,4.4,10.1,0.433,3.4,7.3,0.474,0.9,2.9,0.329,3.6,4.8,0.749,1.5,2.9,4.5,2.2,0.9,0.2,1.7,2.4,13.3,7.08,2017
Keith Appling,Michigan State,142,124,29.8,3.5,8,0.431,2.5,5.1,0.486,1,2.9,0.334,2.7,3.7,0.748,0.4,2.6,3,3.3,1.1,0.5,2.1,2.4,10.6,10.35,2016
Hollis Thompson,Georgetown,99,57,24.6,3.1,6.5,0.478,1.8,3.6,0.508,1.3,2.9,0.44,1.2,1.7,0.676,1.1,3,4.1,1.1,0.8,0.4,1.1,2.3,8.7,9.21,2014
Chris Copeland,Colorado,113,42,17,2.5,5.9,0.431,1.5,3,0.497,1,2.9,0.361,1.4,2,0.701,1.2,2.6,3.8,1,0.4,0.8,1.2,2,7.5,7.06,2013
Justin Dentmon,Washington,133,102,27.3,3.4,8,0.428,2.4,5.2,0.471,1,2.9,0.349,2.8,3.6,0.789,1,2.1,3.2,3,1.4,0.1,2.3,2.1,10.7,7.16,2012
Michael Beasley,Kansas State,33,33,31.5,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.379,6.5,8.5,0.774,4,8.4,12.4,1.2,1.3,1.6,2.9,2.6,26.2,7.79,2009
Melvin Frazier,Tulane,94,69,27.7,3.8,7.9,0.481,3,5.2,0.572,0.9,2.8,0.312,2.1,3.2,0.653,1.2,3.2,4.4,1.7,1.6,0.5,2,2,10.6,3.37,2019
Josh Okogie,Georgia Tech,61,61,33,5.4,12.3,0.437,4.3,9.4,0.454,1.1,2.8,0.382,5.1,6.6,0.777,1.8,4,5.8,2,1.5,0.8,2.3,2.7,16.9,7.84,2019
Jonathan Isaac,Florida State,32,32,26.2,4.1,8,0.508,3.1,5.2,0.593,1,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12,8.87,2018
Devin Robinson,Florida,105,71,23,3.2,7.1,0.45,2.2,4.2,0.527,1,2.8,0.336,1.6,2.2,0.714,1.4,3.4,4.9,0.6,0.6,0.6,0.9,2.1,8.9,9.96,2018
Justin Anderson,Virginia,98,44,24.1,2.9,6.8,0.43,1.9,4.1,0.481,1,2.8,0.357,2,2.7,0.752,0.8,2.7,3.5,1.8,0.6,0.9,1.3,1.4,8.9,6.64,2016
Jonathon Simmons,Houston,30,29,30.1,5.1,10,0.512,4.1,7.3,0.56,1.1,2.8,0.386,3.4,4.7,0.716,1.4,3.6,5,2.2,0.7,0.4,3.3,2.5,14.7,0.21,2016
Justise Winslow,Duke,39,39,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4,0.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87,2016
Kalin Lucas,Michigan State,141,119,30.3,4.8,11.2,0.425,3.7,8.4,0.442,1.1,2.8,0.377,3.6,4.5,0.796,0.6,1.4,1.9,4,1,0.1,2.3,1.7,14.2,9.22,2015
K.J. McDaniels,Clemson,94,61,24.3,3.9,8.6,0.45,3,5.8,0.516,0.9,2.8,0.313,2.4,3.2,0.767,1.8,3,4.8,0.9,0.9,1.9,1.5,1.8,11,4.6,2015
Glen Rice,Michigan,134,105,29.8,7.5,13.1,0.569,7.5,12.6,0.591,1.3,2.8,0.48,2.3,2.8,0.797,,,6.4,2,0.8,0.3,1.8,1.9,18.2,9.85,2014
Dion Waiters,Syracuse,71,0,20.4,3.5,7.7,0.453,2.5,4.9,0.513,1,2.8,0.348,1.8,2.3,0.753,0.4,1.5,1.9,2,1.5,0.2,1.1,1.6,9.7,8.4,2013
Jeremy Lin,Harvard,115,87,29.2,4.4,9.1,0.481,3.5,6.3,0.547,0.9,2.8,0.333,3.2,4.3,0.733,0.9,3.4,4.3,3.5,2,0.6,2.9,2.9,12.9,-4.84,2011
Alonzo Gee,Alabama,128,104,28.6,4.7,10.4,0.447,3.8,7.6,0.491,0.9,2.8,0.325,2.5,4,0.632,2.4,3.3,5.7,1.3,1.2,0.4,2.1,2.1,12.7,6,2010
Jawad Williams,UNC,128,105,27,4.6,9.5,0.487,3.6,6.7,0.544,1,2.8,0.349,2.5,3.5,0.724,1.8,3,4.8,1.5,0.7,0.7,1.6,1.8,12.7,10.88,2009
Bol Bol,Oregon,9,9,29.8,8.2,14.7,0.561,6.8,11.9,0.57,1.4,2.8,0.52,3.1,4.1,0.757,2.1,7.4,9.6,1,0.8,2.7,2,1.7,21,6.13,2020
DeVaughn Akoon-Purcell,Illinois State,60,48,27.2,4.6,10.7,0.428,3.8,8,0.472,0.8,2.7,0.301,3.5,4.7,0.739,1.7,3.6,5.3,1.6,1,0.3,2.3,1.9,13.5,2.73,2019
Moritz Wagner,Michigan,107,77,21,3.9,7.2,0.547,2.9,4.5,0.643,1,2.7,0.385,1.5,2.2,0.698,1.2,3.3,4.5,0.5,0.8,0.4,1.2,2.5,10.4,9.16,2019
Julian Washburn,UTEP,130,126,34.2,4.6,10.5,0.435,3.6,7.8,0.468,0.9,2.7,0.341,1.7,2.5,0.699,0.8,3,3.8,2.1,0.9,0.4,1.6,1.8,11.7,1.19,2019
PJ Dozier,South Carolina,70,64,24,4,10.1,0.398,3.3,7.4,0.442,0.7,2.7,0.277,1.6,2.8,0.579,0.9,3,3.9,2.4,1.3,0.3,2.4,2.6,10.4,7.99,2018
Ben Bentil,Providence,69,56,27.9,4.7,10.2,0.455,3.8,7.5,0.503,0.9,2.7,0.324,3.6,4.8,0.761,2.5,3.8,6.3,0.9,0.6,0.7,1.6,2.7,13.8,8.98,2017
Anthony Bennett,UNLV,35,31,27.1,5.8,10.8,0.533,4.7,8.1,0.587,1,2.7,0.375,3.5,5.1,0.701,2.5,5.7,8.1,1,0.7,1.2,1.9,2.3,16.1,5.71,2014
Gal Mekel,Wichita State,62,29,21.9,2.2,5.7,0.379,1.3,3,0.446,0.8,2.7,0.306,1.5,1.9,0.809,0.4,1.7,2.1,2.7,0.4,0,2,1.5,6.7,4.6,2014
Scott Machado,Iona,132,125,31.4,4,9.3,0.429,3.1,6.6,0.466,0.9,2.7,0.342,3.3,4.4,0.74,0.8,3.1,3.9,6.7,1.4,0.1,3.3,2.4,12.2,-2.07,2013
Cory Higgins,Colorado,132,131,33.9,4.9,10.6,0.467,4,7.9,0.509,0.9,2.7,0.347,4.3,5.2,0.825,0.7,3.4,4.1,2.4,1.5,0.4,2.3,2.3,15.2,6.28,2012
